,Name,Year,Genre,Director,Star1,Star2,Star3,Star4,Star5,Runtime,Rating,Metascore,IMDB rating,Votes,Gross,Inflation adjusted,numStarW,numStarN,starWon,starNom,numMovieW,numMovieN,numOtherW,numOtherN
10574,Krull,1983,0,Peter Yates,Ken Marshall,Lysette Anthony,Freddie Jones,Francesca Annis,,116,0,45,6.1,27441,16520000,41923559,0,0,0,0,0,0,0,0
10575,The Way,2010,165,Emilio Estevez,Martin Sheen,Emilio Estevez,Deborah Kara Unger,Yorick van Wageningen,,123,2,64,7.4,27433,4430000,5135043,0,0,0,0,0,0,0,0
10576,Paranoid Park,2007,33,Gus Van Sant,Gabe Nevins,Daniel Liu,Taylor Momsen,Jake Miller,,85,2,83,6.7,27431,490000,597331,0,0,0,0,0,0,0,0
10577,Celeste & Jesse Forever,2012,79,Lee Toland Krieger,Rashida Jones,Andy Samberg,Elijah Wood,Emma Roberts,,92,6,59,6.6,27423,3090000,3401775,0,0,0,0,0,0,0,0
10578,Michael Collins,1996,98,Neil Jordan,Liam Neeson,Aidan Quinn,Julia Roberts,Ian Hart,,133,2,60,7.2,27419,11090000,17871231,0,3,0,0,0,0,0,0
10579,The Limey,1999,33,Steven Soderbergh,Terence Stamp,Peter Fonda,Lesley Ann Warren,Luis Guzmán,,89,3,73,7.1,27366,3190000,4840479,0,3,0,0,0,0,0,0
10580,One Night at McCool's,2001,70,Harald Zwart,Liv Tyler,Matt Dillon,Mary Jo Smith,Michael Douglas,,93,6,46,6.1,27351,6290000,8978862,1,0,0,0,0,0,0,0
10581,The Homesman,2014,38,Tommy Lee Jones,Tommy Lee Jones,Hilary Swank,Grace Gummer,Miranda Otto,,122,2,68,6.6,27342,2430000,2594473,3,3,0,0,0,0,0,0
10582,Mic Macs à Tire-Larigot,2009,35,Jean-Pierre Jeunet,Dany Boon,André Dussollier,Nicolas Marié,Yolande Moreau,,105,2,62,7.2,27342,1260000,1484485,0,0,0,0,0,0,0,0
10583,Raw Deal,1986,13,John Irvin,Arnold Schwarzenegger,Kathryn Harrold,Sam Wanamaker,Paul Shenar,,106,6,44,5.5,27318,16210000,37380653,0,0,0,0,0,0,0,0
10584,The Art of War,2000,86,Christian Duguay,Wesley Snipes,Anne Archer,Maury Chaykin,Marie Matiko,,117,3,30,5.7,27295,30210000,44342995,0,1,0,0,0,0,0,0
10585,Gods and Monsters,1998,68,Bill Condon,Ian McKellen,Brendan Fraser,Lynn Redgrave,Lolita Davidovich,,105,2,74,7.5,27286,6390000,9908285,0,1,0,2,0,0,0,0
10586,Antitrust,2001,3,Peter Howitt,Ryan Phillippe,Tim Robbins,Rachael Leigh Cook,Claire Forlani,,105,0,31,6.1,27280,10970000,15659477,0,1,0,0,0,0,0,0
10587,Bølgen,2015,129,Roar Uthaug,Kristoffer Joner,Ane Dahl Torp,Jonas Hoff Oftebro,Edith Haagenrud-Sande,,105,0,68,6.7,27269,180000,191955,0,0,0,0,0,0,0,0
10588,The Two Faces of January,2014,335,Hossein Amini,Viggo Mortensen,Kirsten Dunst,Oscar Isaac,Daisy Bevan,,96,0,66,6.2,27255,510000,544519,0,1,0,0,0,0,0,0
10589,Halloween: The Curse of Michael Myers,1995,34,Joe Chappelle,Donald Pleasence,Paul Rudd,Marianne Hagan,Mitchell Ryan,,87,5,10,4.9,27254,15120000,25079667,0,0,0,0,0,0,0,0
10590,Maximum Overdrive,1986,232,Stephen King,Emilio Estevez,Pat Hingle,Laura Harrington,Yeardley Smith,,98,2,24,5.4,27224,7430000,17133760,0,0,0,0,0,0,0,0
10591,Playing for Keeps,2012,201,Gabriele Muccino,Gerard Butler,Jessica Biel,Dennis Quaid,Noah Lomax,,105,0,27,5.7,27221,13100000,14421763,0,0,0,0,0,0,0,0
10592,Imagine Me & You,2005,79,Ol Parker,Piper Perabo,Lena Headey,Matthew Goode,Celia Imrie,,90,2,49,6.8,27163,670000,867159,0,0,0,0,0,0,0,0
10593,Danny Collins,2015,26,Dan Fogelman,Al Pacino,Annette Bening,Jennifer Garner,Bobby Cannavale,,106,2,58,7.0,27157,5350000,5705343,1,11,0,0,0,0,0,0
10594,King Kong,1976,251,John Guillermin,Jeff Bridges,Charles Grodin,Jessica Lange,John Randolph,,134,1,61,5.9,27121,52610000,233668324,0,2,0,0,0,0,0,0
10595,Sid and Nancy,1986,95,Alex Cox,Gary Oldman,Chloe Webb,David Hayman,Debby Bishop,,112,6,76,7.1,27120,2830000,6526049,0,0,0,0,0,0,0,0
10596,Phantasm,1979,64,Don Coscarelli,A. Michael Baldwin,Bill Thornbury,Reggie Bannister,Kathy Lester,,88,6,72,6.8,28107,11990000,41757987,0,0,0,0,0,0,0,0
10597,End of the Spear,2005,56,Jim Hanon,Louie Leonardo,Chad Allen,Jack Guzman,Christina Souza,,108,8,45,7.0,4687,11970000,15492371,0,0,0,0,0,0,0,0
10598,"Roman J. Israel, Esq.",2017,27,Dan Gilroy,Denzel Washington,Colin Farrell,Carmen Ejogo,Lynda Gravatt,,122,0,58,6.4,22713,11960000,12332769,2,5,0,0,0,0,0,0
10599,Sorority Row,2009,145,Stewart Hendler,Briana Evigan,Rumer Willis,Carrie Fisher,Teri Andrez,,101,3,24,5.2,26811,11960000,14090825,0,0,0,0,0,0,0,0
10600,Tom yum goong,2005,3,Prachya Pinkaew,Tony Jaa,Nathan Jones,Xing Jin,Petchtai Wongkamlao,,111,8,52,7.1,33179,11910000,15414715,0,0,0,0,0,0,0,0
10601,The Darjeeling Limited,2007,165,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman,Amara Karan,,91,2,67,7.2,163773,11900000,14506620,1,0,0,0,0,0,0,0
10602,Sydney White,2007,79,Joe Nussbaum,Amanda Bynes,Sara Paxton,Matt Long,Jack Carpenter,,108,0,45,6.3,42996,11890000,14494430,0,0,0,0,0,0,0,0
10603,Sliding Doors,1998,78,Peter Howitt,Gwyneth Paltrow,John Hannah,John Lynch,Jeanne Tripplehorn,,99,0,59,6.8,58773,11880000,18421037,0,0,0,0,0,0,0,0
10604,Big Night,1996,1,Campbell Scott,Stanley Tucci,Tony Shalhoub,Stanley Tucci,Marc Anthony,Larry Block,109,6,80,7.3,15082,11880000,19144294,0,0,0,0,0,0,0,0
10605,Extraordinary Measures,2010,11,Tom Vaughan,Brendan Fraser,Keri Russell,Harrison Ford,Meredith Droeger,,106,0,45,6.5,15587,11850000,13735951,0,1,0,0,0,0,0,0
10606,Breakin' All the Rules,2004,53,Daniel Taplitz,Jamie Foxx,Gabrielle Union,Morris Chestnut,Peter MacNicol,,85,0,46,5.6,5564,11830000,15830643,0,0,0,0,0,0,0,0
10607,Bloodsport,1988,14,Newt Arnold,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton,,92,2,29,6.8,68641,11810000,25242106,0,0,0,0,0,0,0,0
10608,Meet Dave,2008,58,Brian Robbins,Eddie Murphy,Elizabeth Banks,Gabrielle Union,Scott Caan,,90,0,43,5.0,35673,11800000,13852890,0,1,0,0,0,0,0,0
10609,Caddyshack II,1988,63,Allan Arkush,Jackie Mason,Robert Stack,Dyan Cannon,Dina Merrill,,98,2,7,3.7,13733,11800000,25220732,0,3,0,0,0,0,0,0
10610,3 Ninjas Kick Back,1994,336,Charles T. Kanganis,Victor Wong,Max Elliott Slade,Sean Fox,J. Evan Bonifant,,93,0,39,4.4,7708,11780000,20087749,0,0,0,0,0,0,0,0
10611,Strictly Ballroom,1992,61,Baz Luhrmann,Paul Mercurio,Tara Morice,Bill Hunter,Pat Thomson,,94,0,72,7.2,23124,11740000,21147853,0,0,0,0,0,0,0,0
10612,Fifty Shades of Black,2016,29,Michael Tiddes,Marlon Wayans,Kali Hawk,Fred Willard,Mike Epps,,92,3,28,3.5,16852,11680000,12300594,0,0,0,0,0,0,0,0
10613,Surviving Christmas,2004,53,Mike Mitchell,Ben Affleck,Christina Applegate,James Gandolfini,Catherine O'Hara,,91,0,19,5.4,20704,11660000,15603152,0,0,0,0,0,0,0,0
10614,Gone,2012,37,Heitor Dhalia,Amanda Seyfried,Jennifer Carpenter,Wes Bentley,Daniel Sunjata,,94,2,36,5.9,39171,11650000,12825461,0,0,0,0,0,0,0,0
10615,Halloween 5: The Revenge of Michael Myers,1989,34,Dominique Othenin-Girard,Donald Pleasence,Danielle Harris,Ellie Cornell,Beau Starr,,96,6,28,5.2,30351,11640000,23733156,0,0,0,0,0,0,0,0
10616,The Adventures of Elmo in Grouchland,1999,58,Gary Halvorson,Kevin Clash,Mandy Patinkin,Vanessa Williams,Sonia Manzano,,73,1,59,5.9,2573,11630000,17647262,0,0,0,0,0,0,0,0
10617,Girl with a Pearl Earring,2003,147,Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson,Judy Parfitt,,100,8,72,6.9,67741,11630000,15979666,0,1,0,0,0,0,0,0
10618,Knockaround Guys,2001,27,Brian Koppelman,David Levien,Jennifer Baxter,Dennis Hopper,Vin Diesel,Barry Pepper,92,2,30,6.1,21286,11630000,16601615,0,1,0,0,0,0,0,0
10619,Zoom,2006,8,Peter Hewitt,Tim Allen,Courteney Cox,Chevy Chase,Spencer Breslin,,83,0,26,4.3,17114,11630000,14581915,0,0,0,0,0,0,0,0
10620,The Muse,1999,29,Albert Brooks,Albert Brooks,Sharon Stone,Andie MacDowell,Jeff Bridges,,97,0,56,5.6,10014,11610000,17616914,0,5,0,0,0,0,0,0
10621,The Last Kiss,2006,79,Tony Goldwyn,Zach Braff,Jacinda Barrett,Rachel Bilson,Casey Affleck,,115,2,57,6.5,39840,11600000,14544301,0,0,0,0,0,0,0,0
10622,Graveyard Shift,1990,83,Ralph S. Singleton,David Andrews,Kelly Wolf,Stephen Macht,Andrew Divoff,,89,6,28,4.8,8562,11580000,22401592,0,0,0,0,0,0,0,0
10623,Wing Commander,1999,2,Chris Roberts,Freddie Prinze Jr.,Matthew Lillard,Saffron Burrows,Tchéky Karyo,,100,8,21,4.2,15575,11580000,17571392,0,0,0,0,0,0,0,0
10624,Psycho II,1983,148,Richard Franklin,Anthony Perkins,Vera Miles,Meg Tilly,Robert Loggia,,113,6,54,6.5,20739,34730000,88135909,0,1,0,0,0,0,0,0
10625,Hotel for Dogs,2009,52,Thor Freudenthal,Emma Roberts,Jake T. Austin,Lisa Kudrow,Don Cheadle,,100,1,51,5.4,19535,73030000,86041215,0,1,0,0,0,0,0,0
10626,Deuce Bigalow: European Gigolo,2005,29,Mike Bigelow,Rob Schneider,Eddie Griffin,Jeroen Krabbé,Til Schweiger,,83,2,23,4.7,45606,22260000,28810373,0,0,0,0,0,0,0,0
10627,Into the Storm,2014,6,Steven Quale,Richard Armitage,Sarah Wayne Callies,Matt Walsh,Max Deacon,,89,0,44,5.8,60420,47600000,50821769,0,0,0,0,0,0,0,0
10628,Tommy,1975,269,Ken Russell,Roger Daltrey,Ann-Margret,Oliver Reed,Elton John,,111,0,66,6.6,17653,34250000,160861156,0,1,0,1,0,0,0,0
10629,Concussion,2013,11,Stacie Passon,Robin Weigert,Maggie Siff,Johnathan Tchaikovsky,Ben Shenkman,,96,2,56,5.7,3761,40000,43400,0,0,0,0,0,0,0,0
10630,Beginners,2010,79,Mike Mills,Ewan McGregor,Christopher Plummer,Mélanie Laurent,Goran Visnjic,,105,2,81,7.2,83296,5790000,6711490,0,1,0,0,0,0,0,0
10631,Penguins of Madagascar,2014,5,Eric Darnell,Simon J. Smith,Tom McGrath,Chris Miller,Christopher Knights,Conrad Vernon,92,1,53,6.7,71756,83350000,88991480,0,0,0,0,0,0,0,0
10632,Extract,2009,195,Mike Judge,Jason Bateman,Kristen Wiig,Ben Affleck,Mila Kunis,,92,2,61,6.2,42486,10810000,12735938,0,0,0,0,0,0,0,0
10633,Max Keeble's Big Move,2001,152,Tim Hill,Alex D. Linz,Larry Miller,Jamie Kennedy,Zena Grey,,86,1,40,5.4,6687,17290000,24681163,0,0,0,0,0,0,0,0
10634,Lakeview Terrace,2008,27,Neil LaBute,Samuel L. Jackson,Patrick Wilson,Kerry Washington,Ron Glass,,110,2,47,6.1,45606,39260000,46090207,0,1,0,0,0,0,0,0
10635,Philomena,2013,26,Stephen Frears,Judi Dench,Steve Coogan,Sophie Kennedy Clark,Mare Winningham,,98,0,77,7.6,88051,37710000,40915517,1,6,0,1,0,0,0,0
10636,Good Bye Lenin!,2003,79,Wolfgang Becker,Daniel Brühl,Katrin Saß,Chulpan Khamatova,Florian Lukas,,121,2,68,7.7,128299,4060000,5578456,0,0,0,0,0,0,0,0
10637,The Favor,1994,53,Donald Petrie,Harley Jane Kozak,Elizabeth McGovern,Bill Pullman,Brad Pitt,,97,6,51,5.3,2364,3130000,5337407,0,1,0,0,0,0,0,0
10638,Premonition,2007,204,Mennan Yapo,Sandra Bullock,Julian McMahon,Amber Valletta,Shyann McClure,,96,0,29,5.9,68819,47850000,58331242,0,0,0,0,0,0,0,0
10639,Perfect Stranger,2007,238,James Foley,Halle Berry,Bruce Willis,Giovanni Ribisi,Richard Portnow,,109,6,31,5.7,42171,23980000,29232668,1,0,0,0,0,0,0,0
10640,Friday the 13th Part III,1982,34,Steve Miner,Dana Kimmell,Tracie Savage,Richard Brooker,Terry Ballard,,95,3,30,5.7,40811,36690000,96100985,0,0,0,0,0,0,0,0
10641,Mansfield Park,1999,79,Patricia Rozema,Frances O'Connor,Jonny Lee Miller,Alessandro Nivola,Hannah Taylor Gordon,,112,0,71,7.1,19733,4760000,7222783,0,0,0,0,0,0,0,0
10642,30 Minutes or Less,2011,35,Ruben Fleischer,Jesse Eisenberg,Danny McBride,Nick Swardson,Aziz Ansari,,83,2,49,6.1,86565,37050000,41632316,0,1,0,0,0,0,0,0
10643,St. Vincent,2014,24,Theodore Melfi,Bill Murray,Melissa McCarthy,Naomi Watts,Jaeden Martell,,102,0,64,7.3,88737,44130000,47116905,0,4,0,0,0,0,0,0
10644,Serial Mom,1994,224,John Waters,Kathleen Turner,Sam Waterston,Ricki Lake,Matthew Lillard,,95,6,64,6.7,24431,7880000,13437306,0,2,0,0,0,0,0,0
10645,Le violon rouge,1998,279,François Girard,Carlo Cecchi,Jean-Luc Bideau,Christoph Koncz,Jason Flemyng,,130,6,57,7.7,29732,9470000,14684109,0,0,0,0,0,0,0,0
10646,Saul fia,2015,41,László Nemes,Géza Röhrig,Levente Molnár,Urs Rechn,Todd Charmont,,107,2,90,7.5,38550,1780000,1898226,0,0,0,0,0,0,0,0
10647,Nowhere Boy,2009,95,Sam Taylor-Johnson,Aaron Taylor-Johnson,Kristin Scott Thomas,Anne-Marie Duff,David Threlfall,,98,2,67,7.1,32618,1450000,1708336,0,1,0,0,0,0,0,0
10648,Taking Woodstock,2009,26,Ang Lee,Demetri Martin,Henry Goodman,Edward Hibbert,Imelda Staunton,,120,2,55,6.7,27029,7440000,8765530,0,1,0,0,0,0,0,0
10649,Regarding Henry,1991,1,Mike Nichols,Harrison Ford,Annette Bening,Michael Haley,Stanley Swerdlow,,108,0,47,6.7,27023,43000000,79804129,0,2,0,0,0,0,0,0
10650,Fido,2006,192,Andrew Currie,Kesun Loder,Billy Connolly,Carrie-Anne Moss,David Kaye,,93,2,70,6.7,27013,300000,376146,0,0,0,0,0,0,0,0
10651,Dans la maison,2012,261,François Ozon,Fabrice Luchini,Vincent Schmitt,Ernst Umhauer,Kristin Scott Thomas,,105,2,72,7.4,27009,350000,385314,0,1,0,0,0,0,0,0
10652,The Black Cauldron,1985,15,Ted Berman,Richard Rich,Grant Bardsley,Freddie Jones,Susan Sheridan,Nigel Hawthorne,80,0,59,6.5,26990,21290000,50027107,0,0,0,0,0,0,0,0
10653,An Unfinished Life,2005,257,Lasse Hallström,Jennifer Lopez,Robert Redford,Morgan Freeman,Josh Lucas,,108,0,49,7.0,26984,8590000,11117750,2,5,0,0,0,0,0,0
10654,The Big Hit,1998,35,Kirk Wong,Mark Wahlberg,Lou Diamond Phillips,Christina Applegate,Avery Brooks,,91,2,31,6.1,26959,27050000,41943522,0,0,0,0,0,0,0,0
10655,Searching for Bobby Fischer,1993,68,Steven Zaillian,Joe Mantegna,Ben Kingsley,Max Pomeranc,Joan Allen,,109,0,89,7.5,26945,7270000,12720356,1,1,0,0,0,0,0,0
10656,Pulse,2006,64,Jim Sonzero,Kristen Bell,Rick Gonzalez,Christina Milian,Ian Somerhalder,,90,2,27,4.7,26908,20260000,25402374,0,0,0,0,0,0,0,0
10657,8 femmes,2002,130,François Ozon,Fanny Ardant,Emmanuelle Béart,Danielle Darrieux,Catherine Deneuve,,111,2,64,7.1,26844,3080000,4328001,0,1,0,0,0,0,0,0
10658,Les invasions barbares,2003,109,Denys Arcand,Rémy Girard,Dorothée Berryman,Stéphane Rousseau,Marie-Josée Croze,,99,2,70,7.7,26840,3430000,4712833,0,0,0,0,0,0,0,0
10659,Nixon,1995,42,Oliver Stone,Anthony Hopkins,Joan Allen,Powers Boothe,Ed Harris,,192,0,66,7.1,26821,13560000,22492082,1,1,0,2,0,0,0,0
10660,Sorority Row,2009,145,Stewart Hendler,Briana Evigan,Rumer Willis,Carrie Fisher,Teri Andrez,,101,3,24,5.2,26811,11960000,14090825,0,0,0,0,0,0,0,0
10661,Pushing Tin,1999,79,Mike Newell,John Cusack,Billy Bob Thornton,Cate Blanchett,Angelina Jolie,,124,2,47,6.0,26807,8410000,12761262,0,3,0,0,0,0,0,0
10662,Love Story,1970,1,Arthur Hiller,Ali MacGraw,Ryan O'Neal,John Marley,Ray Milland,,100,0,84,6.9,26801,106400000,692687819,1,0,0,3,0,0,0,0
10663,Kangaroo Jack,2003,8,David McNally,Anthony Anderson,Jerry O'Connell,Estella Warren,Christopher Walken,,89,0,16,4.4,26771,66930000,91962082,1,1,0,0,0,0,0,0
10664,Gin gwai,2002,155,Danny Pang,Oxide Chun Pang,Angelica Lee,Chutcha Rujinanon,Lawrence Chou,Jinda Duangtoy,99,6,66,6.7,26759,500000,702598,0,0,0,0,0,0,0,0
10665,Cop Car,2015,69,Jon Watts,Kevin Bacon,James Freedson-Jackson,Hays Wellford,Shea Whigham,,88,3,66,6.3,26753,130000,138634,0,0,0,0,0,0,0,0
10666,Popeye,1980,58,Robert Altman,Robin Williams,Shelley Duvall,Ray Walston,Paul Dooley,,114,1,64,5.2,26706,49820000,152805861,0,0,0,0,0,0,0,0
10667,Battle for the Planet of the Apes,1973,36,J. Lee Thompson,Roddy McDowall,Claude Akins,Natalie Trundy,Severn Darden,,93,0,40,5.5,26675,8800000,50096466,0,0,0,0,0,0,0,0
10668,The Diary of a Teenage Girl,2015,79,Marielle Heller,Bel Powley,Alexander Skarsgård,Kristen Wiig,Christopher Meloni,,102,3,87,6.9,26663,1480000,1578300,0,0,0,0,0,0,0,0
10669,Firestarter,1984,149,Mark L. Lester,Drew Barrymore,David Keith,Freddie Jones,Heather Locklear,,114,2,50,6.0,26655,15100000,36739946,0,0,0,0,0,0,0,0
10670,Tsotsi,2005,22,Gavin Hood,Presley Chweneyagae,Mothusi Magano,Israel Makoe,Terry Pheto,,94,2,70,7.3,26630,2910000,3766316,0,0,0,0,0,0,0,0
10671,Obsessed,2009,92,Steve Shill,Beyoncé,Idris Elba,Ali Larter,Jerry O'Connell,,108,8,25,4.9,26619,68260000,80421379,0,0,0,0,0,0,0,0
10672,Club Dread,2004,236,Jay Chandrasekhar,Jay Chandrasekhar,Bill Paxton,Kevin Heffernan,Elena Lyons,,104,3,45,5.7,26616,4990000,6677507,0,0,0,0,0,0,0,0
10673,Pontypool,2008,229,Bruce McDonald,Stephen McHattie,Lisa Houle,Georgina Reilly,Hrant Alianak,,93,2,54,6.6,26600,0,0,0,0,0,0,0,0,0,0
10674,The Perfect Man,2005,170,Mark Rosman,Hilary Duff,Heather Locklear,Aria Wallace,Chris Noth,,100,0,27,5.5,26583,16250000,21031831,0,0,0,0,0,0,0,0
10675,Murder at 1600,1997,3,Dwight H. Little,Wesley Snipes,Diane Lane,Daniel Benzali,Dennis Miller,,107,4,47,6.1,26548,25830000,40673516,0,0,0,0,0,0,0,0
10676,Things We Lost in the Fire,2007,11,Susanne Bier,Halle Berry,Benicio Del Toro,Alison Lohman,David Duchovny,,118,2,63,7.2,26545,3290000,4010654,2,1,0,0,0,0,0,0
10677,No se aceptan devoluciones,2013,24,Eugenio Derbez,Eugenio Derbez,Karla Souza,Jessica Lindsey,Loreto Peralta,,115,8,55,7.6,26541,44470000,48250147,0,0,0,0,0,0,0,0
10678,Undisputed,2002,3,Walter Hill,Wesley Snipes,Ving Rhames,Peter Falk,Michael Rooker,,94,6,58,6.2,26539,12400000,17424419,0,2,0,0,0,0,0,0
10679,Get Over It,2001,53,Tommy O'Haver,Kirsten Dunst,Ben Foster,Melissa Sagemiller,Sisqó,,87,8,52,5.8,16879,11560000,16501691,0,0,0,0,0,0,0,0
10680,Jui kuen II,1994,114,Chia-Liang Liu,Jackie Chan,Ho-Sung Pak,Lung Ti,Anita Mui,,102,2,74,7.6,39686,11550000,19695543,0,0,0,0,0,0,0,0
10681,Pump Up the Volume,1990,61,Allan Moyle,Christian Slater,Samantha Mathis,Anthony Lucero,Andy Romano,,102,9,77,7.2,24163,11540000,22324212,0,0,0,0,0,0,0,0
10682,The Cookout,2004,29,Lance Rivera,Quran Pender,Jenifer Lewis,Ja Rule,Tim Meadows,,97,8,15,3.7,2572,11540000,15442571,0,0,0,0,0,0,0,0
10683,The Conspirator,2010,135,Robert Redford,Robin Wright,James McAvoy,Tom Wilkinson,Kevin Kline,,122,2,55,6.9,26268,11540000,13376614,1,2,0,0,0,0,0,0
10684,Fair Game,1995,207,Andrew Sipes,William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald,,91,6,13,4.2,11282,11530000,19124904,0,0,0,0,0,0,0,0
10685,Boys Don't Cry,1999,32,Kimberly Peirce,Hilary Swank,Chloë Sevigny,Peter Sarsgaard,Brendan Sexton III,,118,6,86,7.6,86435,11530000,17495523,0,0,1,1,0,0,0,0
10686,The Longshots,2008,26,Fred Durst,Ice Cube,Keke Palmer,Tasha Smith,Jill Marie Jones,,94,0,52,5.3,3548,11510000,13512437,0,0,0,0,0,0,0,0
10687,Army of Darkness,1992,55,Sam Raimi,Bruce Campbell,Embeth Davidtz,Marcus Gilbert,Ian Abercrombie,,81,2,57,7.6,149762,11500000,20715529,0,0,0,0,0,0,0,0
10688,Just One of the Guys,1985,53,Lisa Gottlieb,Joyce Hyser,Clayton Rohner,Billy Jayne,Toni Hudson,,90,0,57,6.5,12134,11500000,27022627,0,0,0,0,0,0,0,0
10689,The Words,2012,156,Brian Klugman,Lee Sternthal,Bradley Cooper,Dennis Quaid,Olivia Wilde,Zoe Saldana,102,0,37,7.1,69747,11490000,12649317,0,0,0,0,0,0,0,0
10690,Das Boot,1981,72,Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,,149,2,86,8.4,206209,11490000,31940680,0,0,0,0,0,0,0,0
10691,Material Girls,2006,170,Martha Coolidge,Hilary Duff,Haylie Duff,Anjelica Huston,Maria Conchita Alonso,,98,0,17,3.9,20732,11440000,14343690,1,2,0,0,0,0,0,0
10692,The Shipping News,2001,11,Lasse Hallström,Kevin Spacey,Julianne Moore,Judi Dench,Cate Blanchett,,111,2,47,6.8,30714,11430000,16316119,3,5,0,0,0,0,0,0
10693,Something New,2006,79,Sanaa Hamri,Sanaa Lathan,Simon Baker,Golden Brooks,Fuzzy Fantabulous,,99,8,64,6.7,11952,11430000,14331152,0,0,0,0,0,0,0,0
10694,The Powerpuff Girls Movie,2002,15,Craig McCracken,Cathy Cavadini,Tara Strong,Elizabeth Daily,Roger Jackson,,73,1,65,6.5,8685,11410000,16033276,0,0,0,0,0,0,0,0
10695,The Birds,1963,110,Alfred Hitchcock,Rod Taylor,Tippi Hedren,Jessica Tandy,Suzanne Pleshette,,119,0,87,7.7,153175,11400000,94088412,0,0,0,0,0,0,0,0
10696,Out of the Furnace,2013,27,Scott Cooper,Christian Bale,Casey Affleck,Zoe Saldana,Woody Harrelson,,116,2,63,6.8,98204,11330000,12293100,1,3,0,0,0,0,0,0
10697,Prêt-à-Porter,1994,24,Robert Altman,Sophia Loren,Julia Roberts,Marcello Mastroianni,Jean-Pierre Cassel,,133,6,48,5.1,13623,11300000,19269233,1,6,0,0,0,0,0,0
10698,Casanova,2005,165,Lasse Hallström,Heath Ledger,Sienna Miller,Jeremy Irons,Oliver Platt,,112,2,57,6.5,49091,11290000,14612269,1,0,0,0,0,0,0,0
10699,The Lives of Others,2006,17,Florian Henckel von Donnersmarck,Ulrich Mühe,Martina Gedeck,Sebastian Koch,Ulrich Tukur,,137,2,89,8.4,317970,11290000,14155617,0,0,0,0,0,0,0,0
10700,Unforgettable,2017,17,Denise Di Novi,Rosario Dawson,Katherine Heigl,Geoff Stults,Isabella Kai,,100,2,45,5.1,11133,11270000,11621263,0,0,0,0,0,0,0,0
10701,Le pacte des loups,2001,37,Christophe Gans,Samuel Le Bihan,Mark Dacascos,Jérémie Renier,Vincent Cassel,,142,2,57,7.1,58262,11260000,16073447,0,0,0,0,0,0,0,0
10702,Hop,2011,5,Tim Hill,Russell Brand,James Marsden,Elizabeth Perkins,Kaley Cuoco,,95,1,41,5.4,28264,108090000,121458488,0,0,0,0,0,0,0,0
10703,Cirque du Freak: The Vampire's Assistant,2009,0,Paul Weitz,Chris Massoglia,John C. Reilly,Salma Hayek,Josh Hutcherson,,109,8,43,5.9,40047,14050000,16553185,0,2,0,0,0,0,0,0
10704,My Name Is Khan,2010,11,Karan Johar,Shah Rukh Khan,Kajol,Sheetal Menon,Katie A. Keane,,165,0,50,8.0,90042,4020000,4659791,0,0,0,0,0,0,0,0
10705,Southland Tales,2006,261,Richard Kelly,Dwayne Johnson,Sarah Michelle Gellar,Seann William Scott,Carlos Amezcua,,145,6,44,5.5,34830,280000,351069,0,0,0,0,0,0,0,0
10706,Smokey and the Bandit II,1980,114,Hal Needham,Burt Reynolds,Jackie Gleason,Jerry Reed,Dom DeLuise,,100,0,41,5.2,13434,66130000,202831224,0,1,0,0,0,0,0,0
10707,Just Like Heaven,2005,78,Mark Waters,Reese Witherspoon,Mark Ruffalo,Donal Logue,Dina Spybey-Waters,,95,0,47,6.7,92315,48320000,62538959,0,0,0,0,0,0,0,0
10708,The Horse Whisperer,1998,221,Robert Redford,Robert Redford,Kristin Scott Thomas,Sam Neill,Dianne Wiest,,169,0,65,6.6,36436,75380000,116883650,3,4,0,0,0,0,0,0
10709,A Little Chaos,2014,1,Alan Rickman,Kate Winslet,Alan Rickman,Stanley Tucci,Matthias Schoenaerts,,112,2,51,6.5,17771,550000,587226,1,6,0,0,0,0,0,0
10710,K-PAX,2001,162,Iain Softley,Kevin Spacey,Jeff Bridges,Mary McCormack,Alfre Woodard,,120,0,49,7.4,166239,50340000,71859442,2,5,0,0,0,0,0,0
10711,The Grapes of Wrath,1940,108,John Ford,Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,,129,0,95,8.1,80000,60000,1084810,0,0,1,1,0,0,0,0
10712,Taking Woodstock,2009,26,Ang Lee,Demetri Martin,Henry Goodman,Edward Hibbert,Imelda Staunton,,120,2,55,6.7,27029,7440000,8765530,0,1,0,0,0,0,0,0
10713,Hereafter,2010,105,Clint Eastwood,Matt Damon,Cécile de France,Bryce Dallas Howard,Thierry Neuvic,,129,0,56,6.5,86841,32750000,37962228,0,2,0,0,0,0,0,0
10714,Tropa de Elite,2007,3,José Padilha,Wagner Moura,André Ramiro,Caio Junqueira,Milhem Cortaz,,115,6,33,8.1,91815,10000,12190,0,0,0,0,0,0,0,0
10715,Hoffa,1992,32,Danny DeVito,Jack Nicholson,Danny DeVito,Armand Assante,J.T. Walsh,,140,7,50,6.6,19409,24280000,43736786,2,7,0,0,0,0,0,0
