,Name,Year,Genre,Director,Star1,Star2,Star3,Star4,Star5,Runtime,Rating,Metascore,IMDB rating,Votes,Gross,Inflation adjusted,numStarW,numStarN,starWon,starNom,numMovieW,numMovieN,numOtherW,numOtherN
11812,The Love Guru,2008,201,Marco Schnabel,Mike Myers,Jessica Alba,Romany Malco,Jessica Simpson,,87,2,24,3.8,47383,32240000,37848912,0,0,0,0,0,0,0,0
11813,Loser,2000,53,Amy Heckerling,Jason Biggs,Mena Suvari,Zak Orth,Thomas Sadoski,,98,8,35,5.3,25060,15620000,22927427,0,0,0,0,0,0,0,0
11814,The Net,1995,3,Irwin Winkler,Sandra Bullock,Jeremy Northam,Dennis Miller,Diane Baker,,114,0,51,5.9,55728,50730000,84146262,0,0,0,0,0,0,0,0
11815,Hardbodies,1984,29,Mark Griffiths,Grant Cramer,Teal Roberts,Gary Wood,Michael Rapport,,88,6,1,4.9,2803,7120000,17323736,0,0,0,0,0,0,0,0
11816,Moms' Night Out,2014,29,Andrew Erwin,Jon Erwin,Sarah Drew,Sean Astin,Patricia Heaton,Trace Adkins,98,0,25,5.5,12280,10430000,11135946,0,0,0,0,0,0,0,0
11817,Collateral Damage,2002,129,Andrew Davis,Arnold Schwarzenegger,John Leguizamo,Francesca Neri,Elias Koteas,,108,2,33,5.5,68041,40080000,56320220,0,0,0,0,0,0,0,0
11818,Alex Cross,2012,123,Rob Cohen,Tyler Perry,Matthew Fox,Rachel Nichols,Edward Burns,,101,2,30,5.1,30793,25890000,28502248,0,0,0,0,0,0,0,0
11819,Gekijô-ban poketto monsutâ - Myûtsû no gyakushû,1998,15,Kunihiko Yuyama,Michael Haigney,Veronica Taylor,Rachael Lillis,Eric Stuart,Jay Goede,96,0,35,6.1,34988,85740000,132947786,0,0,0,0,0,0,0,0
11820,The Keeping Room,2014,38,Daniel Barber,Brit Marling,Hailee Steinfeld,Sam Worthington,Muna Otaru,,95,2,58,6.0,5582,30000,32031,0,1,0,0,0,0,0,0
11821,Gods and Monsters,1998,68,Bill Condon,Ian McKellen,Brendan Fraser,Lynn Redgrave,Lolita Davidovich,,105,2,74,7.5,27286,6390000,9908285,0,1,0,2,0,0,0,0
11822,Dolphin Tale,2011,62,Charles Martin Smith,Morgan Freeman,Ashley Judd,Harry Connick Jr.,Nathan Gamble,,113,1,64,6.9,20508,72290000,81230772,1,4,0,0,0,0,0,0
11823,Beverly Hills Chihuahua,2008,165,Raja Gosnell,Drew Barrymore,George Lopez,Piper Perabo,Manolo Cardona,,91,1,41,3.8,20501,94510000,110952253,0,0,0,0,0,0,0,0
11824,Brother,2000,27,Takeshi Kitano,Takeshi Kitano,Claude Maki,Omar Epps,Masaya Katô,,114,5,47,7.2,20472,450000,660521,0,0,0,0,0,0,0,0
11825,Rundskop,2011,22,Michaël R. Roskam,Matthias Schoenaerts,Jeroen Perceval,Jeanne Dandoy,Barbara Sarafian,,129,6,68,7.4,20462,150000,168552,0,0,0,0,0,0,0,0
11826,Away from Her,2006,11,Sarah Polley,Julie Christie,Michael Murphy,Gordon Pinsent,Stacey LaBerge,,110,0,88,7.6,20428,4570000,5729953,1,2,0,0,0,0,0,0
11827,In the Cut,2003,43,Jane Campion,Meg Ryan,Mark Ruffalo,Jennifer Jason Leigh,Michael Nuccio,,119,6,46,5.3,20424,4750000,6526519,0,0,0,0,0,0,0,0
11828,The Upside of Anger,2005,24,Mike Binder,Joan Allen,Kevin Costner,Erika Christensen,Evan Rachel Wood,,118,2,63,6.9,20418,18760000,24280440,1,4,0,0,0,0,0,0
11829,School Ties,1992,11,Robert Mandel,Brendan Fraser,Matt Damon,Chris O'Donnell,Randall Batinkoff,,106,0,65,6.9,20406,14720000,26515877,0,0,0,0,0,0,0,0
11830,Cat's Eye,1985,276,Lewis Teague,Drew Barrymore,James Woods,Alan King,Kenneth McMillan,,94,7,70,6.3,20406,13090000,30758799,0,0,0,0,0,0,0,0
11831,Deck the Halls,2006,52,John Whitesell,Matthew Broderick,Danny DeVito,Kristin Chenoweth,Kristin Davis,,93,0,28,4.9,20395,35090000,43996510,0,0,0,0,0,0,0,0
11832,Josie and the Pussycats,2001,117,Harry Elfont,Deborah Kaplan,Rachael Leigh Cook,Tara Reid,Rosario Dawson,Gabriel Mann,98,0,47,5.4,20383,14250000,20341618,0,0,0,0,0,0,0,0
11833,The Spanish Prisoner,1997,48,David Mamet,Steve Martin,Ben Gazzara,Campbell Scott,Ricky Jay,,110,0,70,7.3,20363,10200000,16061551,0,0,0,0,0,0,0,0
11834,The Master of Disguise,2002,58,Perry Andelin Blake,Dana Carvey,Jennifer Esposito,Harold Gould,James Brolin,,80,1,12,3.3,20349,40360000,56713675,0,0,0,0,0,0,0,0
11835,Cooties,2014,232,Jonathan Milott,Cary Murnion,Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,88,6,49,5.7,20329,60000,64061,0,0,0,0,0,0,0,0
11836,Starter for 10,2006,79,Tom Vaughan,James McAvoy,Alice Eve,Rebecca Hall,Joseph Friend,,92,8,69,6.7,20322,210000,263302,0,0,0,0,0,0,0,0
11837,Eagle vs Shark,2007,53,Taika Waititi,Loren Taylor,Jemaine Clement,Craig Hall,Joel Tobeck,,88,6,55,6.8,20291,220000,268190,0,0,0,0,0,0,0,0
11838,House,1985,141,Steve Miner,William Katt,Kay Lenz,George Wendt,Richard Moll,,93,6,44,6.2,20287,19440000,45679989,0,0,0,0,0,0,0,0
11839,Dear Frankie,2004,1,Shona Auerbach,Emily Mortimer,Jack McElhone,Gerard Butler,Mary Riggans,,105,0,63,7.8,20286,1340000,1793158,0,0,0,0,0,0,0,0
11840,Closed Circuit,2013,33,John Crowley,Eric Bana,Rebecca Hall,Jim Broadbent,Ciarán Hinds,,96,2,50,6.2,20283,5730000,6217075,1,0,0,0,0,0,0,0
11841,The Great Raid,2005,134,John Dahl,Benjamin Bratt,Joseph Fiennes,James Franco,Robert Mammone,,132,2,48,6.7,20274,10170000,13162691,0,0,0,0,0,0,0,0
11842,Memoirs of an Invisible Man,1992,164,John Carpenter,Chevy Chase,Daryl Hannah,Sam Neill,Michael McKean,,99,0,48,5.9,20272,14360000,25867391,0,0,0,0,0,0,0,0
11843,Wonderland,2003,33,James Cox,Val Kilmer,Lisa Kudrow,Kate Bosworth,Christina Applegate,,104,6,43,6.6,20264,1060000,1456444,0,0,0,0,0,0,0,0
11844,Mies vailla menneisyyttä,2002,79,Aki Kaurismäki,Markku Peltola,Kati Outinen,Annikki Tähti,Juhani Niemelä,,97,0,84,7.7,20230,920000,1292780,0,0,0,0,0,0,0,0
11845,Death and the Maiden,1994,48,Roman Polanski,Sigourney Weaver,Ben Kingsley,Stuart Wilson,Krystia Mova,,103,6,72,7.3,20214,2100000,3581008,1,3,0,0,0,0,0,0
11846,Eight Crazy Nights,2002,301,Seth Kearsley,Adam Sandler,Rob Schneider,Jackie Sandler,Austin Stout,,76,0,23,5.3,20211,23440000,32937774,0,0,0,0,0,0,0,0
11847,Soul Plane,2004,29,Jessy Terrero,Dwayne Adway,Snoop Dogg,Tom Arnold,Kevin Hart,,86,3,33,4.4,20191,13920000,18627434,0,0,0,0,0,0,0,0
11848,9 Songs,2004,168,Michael Winterbottom,Kieran O'Brien,Margo Stilley,Black Rebel Motorcycle Club,Don Blum,,71,6,43,4.8,20159,50000,66909,0,0,0,0,0,0,0,0
11849,New York Minute,2004,152,Dennie Gordon,Mary-Kate Olsen,Ashley Olsen,Eugene Levy,Andy Richter,,91,1,33,4.9,20150,14020000,18761252,0,0,0,0,0,0,0,0
11850,Bones,2001,256,Ernest R. Dickerson,Snoop Dogg,Pam Grier,Michael T. Weiss,Clifton Powell,,96,3,42,4.1,6135,7310000,10434893,0,0,0,0,0,0,0,0
11851,Outside Providence,1999,79,Michael Corrente,Shawn Hatosy,Amy Smart,Alec Baldwin,Tommy Bone,,96,2,62,6.4,8195,7290000,11061783,0,0,0,0,0,0,0,0
11852,The Forsaken,2001,34,J.S. Cardone,Kerr Smith,Brendan Fehr,Izabella Miko,Johnathon Schaech,,90,3,35,5.3,7877,7290000,10406343,0,0,0,0,0,0,0,0
11853,Lorenzo's Oil,1992,11,George Miller,Nick Nolte,Susan Sarandon,Peter Ustinov,Kathleen Wilhoite,,129,8,80,7.3,18804,7290000,13131844,2,4,0,1,0,0,0,0
11854,Phantasm II,1988,88,Don Coscarelli,James Le Gros,Reggie Bannister,Angus Scrimm,Paula Irvine,,97,6,42,6.5,11839,7280000,15559909,0,0,0,0,0,0,0,0
11855,Lola rennt,1998,27,Tom Tykwer,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,,81,0,77,7.7,178044,7270000,11272806,0,0,0,0,0,0,0,0
11856,Barcelona,1994,79,Whit Stillman,Taylor Nichols,Chris Eigeman,Tushka Bergen,Mira Sorvino,,101,8,74,7.0,5225,7270000,12397108,0,0,0,0,0,0,0,0
11857,Searching for Bobby Fischer,1993,68,Steven Zaillian,Joe Mantegna,Ben Kingsley,Max Pomeranc,Joan Allen,,109,0,89,7.5,26945,7270000,12720356,1,1,0,0,0,0,0,0
11858,Big Trouble,2002,224,Barry Sonnenfeld,Tim Allen,Rene Russo,Stanley Tucci,Tom Sizemore,,85,0,47,6.5,18968,7260000,10201717,0,0,0,0,0,0,0,0
11859,Friends with Kids,2011,79,Jennifer Westfeldt,Jennifer Westfeldt,Adam Scott,Maya Rudolph,Chris O'Dowd,,107,6,55,6.1,39182,7250000,8146674,0,0,0,0,0,0,0,0
11860,Gold,2016,72,Stephen Gaghan,Matthew McConaughey,Edgar Ramírez,Bryce Dallas Howard,Corey Stoll,,120,2,49,6.7,49540,7220000,7603620,1,0,0,0,0,0,0,0
11861,All the King's Men,2006,17,Steven Zaillian,Sean Penn,Jude Law,Kate Winslet,Anthony Hopkins,,128,8,37,6.2,22573,7220000,9052573,2,12,0,0,0,0,0,0
11862,Mulholland Dr.,2001,48,David Lynch,Naomi Watts,Laura Harring,Justin Theroux,Jeanne Bates,,147,2,83,8.0,287708,7220000,10306420,0,0,0,0,0,0,0,0
11863,The Big Year,2011,29,David Frankel,Owen Wilson,Jack Black,Steve Martin,John Cleese,,100,1,53,6.2,39289,7200000,8090490,0,0,0,0,0,0,0,0
11864,The Green Inferno,2013,172,Eli Roth,Lorenza Izzo,Ariel Levy,Aaron Burns,Kirby Bliss Blanton,,100,6,38,5.3,32484,7190000,7801182,0,0,0,0,0,0,0,0
11865,American Dreamz,2006,117,Paul Weitz,Hugh Grant,Dennis Quaid,Mandy Moore,Willem Dafoe,,107,0,45,5.5,23651,7190000,9014959,0,2,0,0,0,0,0,0
11866,1492: Conquest of Paradise,1992,56,Ridley Scott,Gérard Depardieu,Armand Assante,Sigourney Weaver,Loren Dean,,154,8,47,6.5,25903,7190000,12951709,0,2,0,0,0,0,0,0
11867,"Mujeres al borde de un ataque de ""nervios""",1988,24,Pedro Almodóvar,Carmen Maura,Antonio Banderas,Julieta Serrano,Rossy de Palma,,88,0,85,7.6,30662,7180000,15346174,0,0,0,0,0,0,0,0
11868,El orfanato,2007,110,J.A. Bayona,Belén Rueda,Fernando Cayo,Roger Príncep,Mabel Rivera,,105,3,74,7.5,136457,7160000,8728353,0,0,0,0,0,0,0,0
11869,The Hoax,2006,24,Lasse Hallström,Richard Gere,Alfred Molina,David Aaron Baker,John Carter,,116,6,70,6.7,15490,7160000,8977344,0,0,0,0,0,0,0,0
11870,She's Gotta Have It,1986,53,Spike Lee,Tracy Camilla Johns,Tommy Redmond Hicks,John Canada Terrell,Spike Lee,,84,6,79,6.7,7553,7140000,16465013,0,0,0,0,0,0,0,0
11871,Hardbodies,1984,29,Mark Griffiths,Grant Cramer,Teal Roberts,Gary Wood,Michael Rapport,,88,6,1,4.9,2803,7120000,17323736,0,0,0,0,0,0,0,0
11872,Beatriz at Dinner,2017,24,Miguel Arteta,Salma Hayek,John Lithgow,Connie Britton,Jay Duplass,,82,0,68,6.1,7819,7120000,7341916,0,3,0,0,0,0,0,0
11873,The Next Karate Kid,1994,119,Christopher Cain,Pat Morita,Hilary Swank,Michael Ironside,Constance Towers,,107,0,36,4.4,22642,8910000,15193705,0,0,0,0,0,0,0,0
11874,Mercury Rising,1998,3,Harold Becker,Bruce Willis,Miko Hughes,Alec Baldwin,Chi McBride,,111,2,37,6.1,62183,32940000,51076511,0,0,0,0,0,0,0,0
11875,I Can Do Bad All by Myself,2009,24,Tyler Perry,Tyler Perry,Taraji P. Henson,Adam Rodriguez,Brian White,,113,0,55,4.4,9152,51730000,60946351,0,1,0,0,0,0,0,0
11876,Dirty Pretty Things,2002,27,Stephen Frears,Chiwetel Ejiofor,Audrey Tautou,Sophie Okonedo,Sergi López,,97,2,78,7.4,38427,8110000,11396132,0,0,0,0,0,0,0,0
11877,The Exorcist III,1990,110,William Peter Blatty,George C. Scott,Ed Flanders,Brad Dourif,Jason Miller,,110,3,48,6.3,21698,26100000,50490635,1,5,0,0,0,0,0,0
11878,The Cakemaker,2017,11,Ofir Raul Graizer,Tim Kalkhof,Sarah Adler,Roy Miller,Zohar Shtrauss,,113,2,74,7.3,2687,880000,907428,0,0,0,0,0,0,0,0
11879,The Wood,1999,79,Rick Famuyiwa,Elayn J. Taylor,Omar Epps,Richard T. Jones,Sean Nelson,,106,6,52,7.0,7548,25050000,38010654,0,0,0,0,0,0,0,0
11880,The Getaway,1972,13,Sam Peckinpah,Steve McQueen,Ali MacGraw,Ben Johnson,Sally Struthers,,123,0,55,7.5,25023,36730000,222013255,1,2,0,0,0,0,0,0
11881,Stir Crazy,1980,70,Sidney Poitier,Gene Wilder,Richard Pryor,Georg Stanford Brown,JoBeth Williams,,111,8,56,6.8,22456,101300000,310703205,0,1,0,0,0,0,0,0
11882,Party Monster,2003,32,Fenton Bailey,Randy Barbato,Macaulay Culkin,Wilson Cruz,Seth Green,Diana Scarwid,98,2,36,6.3,14072,730000,1003023,0,1,0,0,0,0,0,0
11883,Nighthawks,1981,13,Bruce Malmuth,Gary Nelson,Sylvester Stallone,Rutger Hauer,Billy Dee Williams,Lindsay Wagner,99,3,56,6.4,14949,14910000,41447828,0,1,0,0,0,0,0,0
11884,White Oleander,2002,11,Peter Kosminsky,Michelle Pfeiffer,Renée Zellweger,Robin Wright,Alison Lohman,,109,0,61,7.2,28001,16350000,22974940,0,4,0,0,0,0,0,0
11885,Starter for 10,2006,79,Tom Vaughan,James McAvoy,Alice Eve,Rebecca Hall,Joseph Friend,,92,8,69,6.7,20322,210000,263302,0,0,0,0,0,0,0,0
11886,Breach,2007,32,Billy Ray,Chris Cooper,Ryan Phillippe,Dennis Haysbert,Laura Linney,,110,0,74,7.0,55441,33230000,40508823,1,2,0,0,0,0,0,0
11887,The Beaver,2011,11,Jodie Foster,Mel Gibson,Jodie Foster,Anton Yelchin,Cherry Jones,,91,0,60,6.7,44852,970000,1089969,3,2,0,0,0,0,0,0
11888,Universal Soldier: Day of Reckoning,2012,240,John Hyams,Jean-Claude Van Damme,Dolph Lundgren,Scott Adkins,Mariah Bonner,,114,6,58,5.1,18062,10000,11009,0,0,0,0,0,0,0,0
11889,Honey,2003,168,Bille Woodruff,Jessica Alba,Mekhi Phifer,Romeo Miller,Missy Elliott,,94,8,37,5.3,40782,30220000,41522399,0,0,0,0,0,0,0,0
11890,Drumline,2002,79,Charles Stone III,Nick Cannon,Zoe Saldana,Orlando Jones,Leonard Roberts,,118,0,63,5.7,31464,56400000,79253005,0,0,0,0,0,0,0,0
11891,The Master of Disguise,2002,58,Perry Andelin Blake,Dana Carvey,Jennifer Esposito,Harold Gould,James Brolin,,80,1,12,3.3,20349,40360000,56713675,0,0,0,0,0,0,0,0
11892,Manderlay,2005,11,Lars von Trier,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover,Willem Dafoe,,139,2,46,7.4,20876,80000,103541,0,2,0,0,0,0,0,0
11893,Simon Birch,1998,102,Mark Steven Johnson,Ian Michael Smith,Joseph Mazzello,Ashley Judd,Oliver Platt,,114,0,39,6.9,19697,18250000,28298310,0,0,0,0,0,0,0,0
11894,Alan Partridge: Alpha Papa,2013,35,Declan Lowney,Steve Coogan,Colm Meaney,Tim Key,Karl Theobald,,90,0,66,6.9,27753,150000,162751,0,0,0,0,0,0,0,0
11895,Idioterne,1998,24,Lars von Trier,Bodil Jørgensen,Jens Albinus,Anne Louise Hassing,Troels Lyby,,117,3,47,6.8,27601,10000,15506,0,0,0,0,0,0,0,0
11896,Arthur,1981,53,Steve Gordon,Dudley Moore,Liza Minnelli,John Gielgud,Geraldine Fitzgerald,,97,0,69,6.9,23804,95460000,265366172,1,3,1,1,0,0,0,0
11897,Dolores Claiborne,1995,33,Taylor Hackford,Kathy Bates,Jennifer Jason Leigh,Christopher Plummer,Judy Parfitt,,132,2,62,7.4,34674,24360000,40406129,1,0,0,0,0,0,0,0
11898,Drive Me Crazy,1999,79,John Schultz,Melissa Joan Hart,Adrian Grenier,Stephen Collins,Mark Metcalf,,91,0,42,5.7,16809,17850000,27085436,0,0,0,0,0,0,0,0
11899,The Story of Us,1999,79,Rob Reiner,Bruce Willis,Michelle Pfeiffer,Colleen Rennison,Jake Sandvig,,95,0,37,5.9,20142,27070000,41075785,0,3,0,0,0,0,0,0
11900,New in Town,2009,53,Jonas Elmer,Renée Zellweger,Harry Connick Jr.,Siobhan Fallon Hogan,J.K. Simmons,,97,0,29,5.6,20098,16730000,19710660,1,2,0,0,0,0,0,0
11901,Los amantes pasajeros,2013,29,Pedro Almodóvar,Javier Cámara,Pepa Charro,Cecilia Roth,Lola Dueñas,,90,3,55,5.6,20084,1370000,1486456,0,0,0,0,0,0,0,0
11902,Borg McEnroe,2017,75,Janus Metz,Sverrir Gudnason,Shia LaBeouf,Stellan Skarsgård,Tuva Novotny,,107,2,63,7.0,20062,14110000,14549780,0,0,0,0,0,0,0,0
11903,The Serpent and the Rainbow,1988,246,Wes Craven,Bill Pullman,Cathy Tyson,Zakes Mokae,Paul Winfield,,98,6,64,6.5,20057,19600000,41892064,0,1,0,0,0,0,0,0
11904,The Last Mimzy,2007,309,Robert Shaye,Joely Richardson,Rainn Wilson,Timothy Hutton,Chris O'Neil,,90,0,59,6.3,20036,21470000,26172868,1,0,0,0,0,0,0,0
11905,Strange Wilderness,2008,128,Fred Wolf,Steve Zahn,Allen Covert,Justin Long,Jonah Hill,,87,3,12,5.3,20002,6560000,7701267,0,0,0,0,0,0,0,0
11906,Needful Things,1993,44,Fraser C. Heston,Max von Sydow,Ed Harris,Bonnie Bedelia,Amanda Plummer,,120,2,43,6.2,19985,15190000,26578019,0,1,0,0,0,0,0,0
11907,Sgt. Bilko,1996,29,Jonathan Lynn,Steve Martin,Dan Aykroyd,Phil Hartman,Glenne Headly,,93,0,47,5.8,19982,30360000,48924307,0,1,0,0,0,0,0,0
11908,Thumbsucker,2005,24,Mike Mills,Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio,Keanu Reeves,,96,2,69,6.6,19980,1330000,1721375,0,0,0,0,0,0,0,0
11909,Factory Girl,2006,68,George Hickenlooper,Sienna Miller,Guy Pearce,Hayden Christensen,Jimmy Fallon,,90,6,45,6.4,19967,1660000,2081340,0,0,0,0,0,0,0,0
11910,Thelma,2017,140,Joachim Trier,Eili Harboe,Kaya Wilkins,Henrik Rafaelsen,Ellen Dorrit Petersen,,116,2,74,7.0,19946,150000,154675,0,0,0,0,0,0,0,0
11911,Cold Creek Manor,2003,48,Mike Figgis,Dennis Quaid,Sharon Stone,Stephen Dorff,Juliette Lewis,,118,2,37,4.9,19944,21380000,29376204,0,2,0,0,0,0,0,0
11912,The End of the Affair,1999,1,Neil Jordan,Ralph Fiennes,Julianne Moore,Stephen Rea,Heather-Jay Jones,,102,6,65,7.1,19924,10660000,16175392,0,4,0,1,0,0,0,0
11913,Passion,2012,48,Brian De Palma,Rachel McAdams,Noomi Rapace,Karoline Herfurth,Paul Anderson,,102,3,53,5.3,19918,90000,99081,0,0,0,0,0,0,0,0
11914,The Bad Batch,2016,199,Ana Lily Amirpour,Suki Waterhouse,Jason Momoa,Jayda Fink,Keanu Reeves,,118,2,62,5.3,19909,180000,189564,0,0,0,0,0,0,0,0
11915,Miss March,2009,53,Zach Cregger,Trevor Moore,Zach Cregger,Trevor Moore,Raquel Alessi,Molly Stanton,90,6,7,5.0,19909,4540000,5348858,0,0,0,0,0,0,0,0
11916,Bad Santa 2,2016,109,Mark Waters,Billy Bob Thornton,Kathy Bates,Tony Cox,Christina Hendricks,,92,3,38,5.6,19879,17780000,18724705,1,4,0,0,0,0,0,0
11917,Breaking Away,1979,79,Peter Yates,Dennis Christopher,Dennis Quaid,Daniel Stern,Jackie Earle Haley,,101,0,91,7.7,19877,16420000,57186500,0,0,0,0,0,0,0,0
11918,Afflicted,2013,18,Derek Lee,Clif Prowse,Clif Prowse,Derek Lee,Michael Gill,Baya Rehaz,85,2,56,6.3,19873,120000,130201,0,0,0,0,0,0,0,0
11919,Tuck Everlasting,2002,106,Jay Russell,Alexis Bledel,Jonathan Jackson,Sissy Spacek,William Hurt,,90,4,66,6.7,19871,19160000,26923538,2,7,0,0,0,0,0,0
11920,The Wall,2017,129,Doug Liman,Aaron Taylor-Johnson,John Cena,Laith Nakli,,,88,2,57,6.2,19859,1800000,1856102,0,0,0,0,0,0,0,0
11921,Hamlet,1990,11,Franco Zeffirelli,Mel Gibson,Glenn Close,Alan Bates,Paul Scofield,,135,2,53,6.8,19857,20710000,40063642,1,6,0,0,0,0,0,0
11922,The Million Dollar Hotel,2000,48,Wim Wenders,Jeremy Davies,Milla Jovovich,Mel Gibson,Jimmy Smits,,122,6,25,5.9,19831,50000,73391,1,0,0,0,0,0,0,0
11923,Jodaeiye Nader az Simin,2011,17,Asghar Farhadi,Payman Maadi,Leila Hatami,Sareh Bayat,Shahab Hosseini,,123,8,95,8.3,192654,7100000,7978123,0,0,0,0,0,0,0,0
11924,Blackhat,2015,13,Michael Mann,Chris Hemsworth,Viola Davis,Wei Tang,Leehom Wang,,133,2,51,5.4,47953,7100000,7571576,0,2,0,0,0,0,0,0
11925,Before the Devil Knows You're Dead,2007,27,Sidney Lumet,Philip Seymour Hoffman,Ethan Hawke,Albert Finney,Marisa Tomei,,117,3,84,7.3,89734,7080000,8630829,2,7,0,0,0,0,0,0
11926,Silence,2016,90,Martin Scorsese,Andrew Garfield,Adam Driver,Liam Neeson,Tadanobu Asano,,161,2,79,7.2,83437,7080000,7456182,0,1,0,0,0,0,0,1
11927,How She Move,2007,11,Ian Iqbal Rashid,Rutina Wesley,Tre Armstrong,Brennan Gademans,Boyd Banks,,94,0,63,3.3,4725,7070000,8618639,0,0,0,0,0,0,0,0
11928,Quills,2000,68,Philip Kaufman,Geoffrey Rush,Kate Winslet,Joaquin Phoenix,Michael Caine,,124,3,70,7.3,48775,7060000,10362845,3,6,0,1,0,0,0,0
11929,Phat Girlz,2006,29,Nnegest Likké,Mo'Nique,Kendra C. Johnson,Jimmy Jean-Louis,Godfrey,,99,0,36,3.1,8511,7060000,8851962,0,0,0,0,0,0,0,0
11930,Pride,2007,220,Sunu Gonera,Terrence Howard,Bernie Mac,Kimberly Elise,Tom Arnold,,104,0,55,5.9,5900,7040000,8582068,0,1,0,0,0,0,0,0
11931,Screwed,2000,70,Scott Alexander,Larry Karaszewski,Norm MacDonald,Dave Chappelle,Elaine Stritch,Danny DeVito,81,0,7,5.7,7642,7030000,10318810,0,0,0,0,0,0,0,0
11932,Turistas,2006,18,John Stockwell,Josh Duhamel,Melissa George,Olivia Wilde,Desmond Askew,,93,3,36,5.4,34060,7030000,8814348,0,0,0,0,0,0,0,0
11933,Kissing Jessica Stein,2001,79,Charles Herman-Wurmfeld,Jennifer Westfeldt,Heather Juergensen,Tovah Feldshuh,Esther Wurmfeld,,97,3,72,6.6,15255,7020000,10020923,0,0,0,0,0,0,0,0
11934,Hiding Out,1987,79,Bob Giraldi,Jon Cryer,Keith Coogan,Annabeth Gish,Oliver Cotton,,98,0,47,6.4,2830,7020000,15616031,0,0,0,0,0,0,0,0
11935,Black Nativity,2013,350,Kasi Lemmons,Forest Whitaker,Angela Bassett,Jennifer Hudson,Mary J. Blige,,93,1,48,4.6,1882,7020000,7616731,2,1,0,0,0,0,0,0
11936,Crossover,2006,351,Preston A. Whitmore II,Anthony Mackie,Wesley Jonathan,Wayne Brady,Eva Marcille,,95,8,30,2.1,8878,7010000,8789271,0,0,0,0,0,0,0,0
11937,Bug,2006,17,William Friedkin,Ashley Judd,Michael Shannon,Harry Connick Jr.,Lynn Collins,,102,2,62,6.1,31102,7010000,8789271,0,0,0,0,0,0,0,0
11938,Les triplettes de Belleville,2003,163,Sylvain Chomet,Michèle Caucheteux,Jean-Claude Donda,Michel Robin,Monica Viegas,,78,0,91,7.8,47431,7000000,9618027,0,0,0,0,0,0,0,0
11939,An American Carol,2008,104,David Zucker,Kevin P. Farley,Kelsey Grammer,Leslie Nielsen,Trace Adkins,,83,8,20,4.3,9086,7000000,8217816,0,0,0,0,0,0,0,0
11940,Cat People,1982,229,Paul Schrader,Nastassja Kinski,Malcolm McDowell,John Heard,Annette O'Toole,,118,3,62,6.1,17179,7000000,18334884,0,0,0,0,0,0,0,0
11941,Eraserhead,1977,83,David Lynch,Jack Nance,Charlotte Stewart,Allen Joseph,Jeanne Bates,,89,6,87,7.4,89064,7000000,29192622,0,0,0,0,0,0,0,0
11942,Our Brand Is Crisis,2015,24,David Gordon Green,Sandra Bullock,Billy Bob Thornton,Anthony Mackie,Joaquim de Almeida,,107,2,53,6.1,18791,7000000,7464934,1,3,0,0,0,0,0,0
11943,Children of the Corn II: The Final Sacrifice,1992,34,David Price,Terence Knox,Paul Scherrer,Ryan Bollman,Christie Clark,,92,6,18,4.3,6889,6980000,12573425,0,0,0,0,0,0,0,0
11944,Grandma,2015,24,Paul Weitz,Lily Tomlin,Julia Garner,Marcia Gay Harden,Judy Greer,,79,0,77,6.7,13547,6980000,7443606,1,2,0,0,0,0,0,0
11945,Red Sonja,1985,0,Richard Fleischer,Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,Paul L. Smith,,89,9,35,5.1,35427,6950000,16331066,0,0,0,0,0,0,0,0
11946,Sexy Beast,2000,27,Jonathan Glazer,Ray Winstone,Ben Kingsley,Ian McShane,Amanda Redman,,89,3,79,7.3,49748,6950000,10201384,1,1,0,0,0,0,0,0
11947,BASEketball,1998,63,David Zucker,Trey Parker,Matt Stone,Dian Bachar,Yasmine Bleeth,,103,2,38,6.6,53526,6940000,10761111,0,0,0,0,0,0,0,0
11948,Nixon,1995,42,Oliver Stone,Anthony Hopkins,Joan Allen,Powers Boothe,Ed Harris,,192,0,66,7.1,26821,13560000,22492082,1,1,0,2,0,0,0,0
11949,Lost and Delirious,2001,1,Léa Pool,Piper Perabo,Jessica Paré,Mischa Barton,Jackie Burroughs,,103,3,53,7.0,18876,300000,428245,0,0,0,0,0,0,0,0
11950,Arbitrage,2012,17,Nicholas Jarecki,Richard Gere,Susan Sarandon,Brit Marling,Tim Roth,,107,2,73,6.6,46476,7920000,8719112,1,5,0,0,0,0,0,0
11951,The Fog,2005,83,Rupert Wainwright,Tom Welling,Maggie Grace,Selma Blair,DeRay Davis,,100,2,27,3.6,32790,29510000,38193806,0,0,0,0,0,0,0,0
11952,The Ringer,2005,63,Barry W. Blaustein,Johnny Knoxville,Katherine Heigl,Brian Cox,Jed Rees,,94,0,46,5.8,33479,35420000,45842921,0,0,0,0,0,0,0,0
11953,Monkey Shines,1988,74,George A. Romero,Jason Beghe,John Pankow,Kate McNeil,Joyce Van Patten,,113,8,71,6.2,9528,5340000,11413450,0,0,0,0,0,0,0,0
